Tera Type,Atk 1,Atk 2,GOOD,Ok,Bad,Weak To
Dark,Electric,Fire,,"Fighting, Fairy","Flying, Water, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Electric,Water,,"Fighting, Bug, Fairy","Flying, Water, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Electric,Grass,Bug,"Fighting, Fairy","Flying, Water, Ground, Rock","Fighting, Bug, Fairy"
Dark,Electric,,,"Fighting, Bug, Fairy","Flying, Water","Fighting, Bug, Fairy"
Dark,Electric,Psychic,,"Bug, Fairy","Flying, Water, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Electric,Ice,,"Fighting, Bug, Fairy","Flying, Water, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Electric,Dragon,Fairy,"Fighting, Bug","Flying, Water, Dragon","Fighting, Bug, Fairy"
Dark,Electric,Dark,"Fighting, Fairy",Bug,"Flying, Water, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Electric,Fairy,,"Bug, Fairy","Flying, Water, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Psychic,Normal,,"Bug, Fairy","Fighting, Poison","Fighting, Bug, Fairy"
Dark,Psychic,Fighting,"Bug, Fairy",,"Fighting, Poison, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Psychic,Flying,,Fairy,"Fighting, Poison, Bug, Grass","Fighting, Bug, Fairy"
Dark,Psychic,Poison,,Bug,"Fighting, Poison, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Psychic,Ground,Bug,Fairy,"Fighting, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Psychic,Rock,,Fairy,"Fighting, Poison, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Psychic,Bug,Fairy,Bug,"Fighting, Poison, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Psychic,Ghost,,"Bug, Fairy","Fighting, Poison, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Psychic,Steel,,Bug,"Fighting, Poison, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Psychic,Fire,,Fairy,"Fighting, Poison, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Psychic,Water,,"Bug, Fairy","Fighting, Poison, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Psychic,Grass,Bug,Fairy,"Fighting, Poison, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Psychic,Electric,,"Bug, Fairy","Fighting, Poison, Flying, Water","Fighting, Bug, Fairy"
Dark,Psychic,,,"Bug, Fairy","Fighting, Poison","Fighting, Bug, Fairy"
Dark,Psychic,Ice,,"Bug, Fairy","Fighting, Poison, Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Psychic,Dragon,Fairy,Bug,"Fighting, Poison, Dragon","Fighting, Bug, Fairy"
Dark,Psychic,Dark,Fairy,Bug,"Fighting, Poison, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Psychic,Fairy,,"Bug, Fairy","Fighting, Poison, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Ice,Normal,,"Fighting, Bug, Fairy","Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Ice,Fighting,"Bug, Fairy",Fighting,"Flying, Ground, Grass, Dragon, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Ice,Flying,,Fairy,"Flying, Ground, Grass, Dragon, Fighting, Bug","Fighting, Bug, Fairy"
Dark,Ice,Poison,,"Fighting, Bug","Flying, Ground, Grass, Dragon, Fairy","Fighting, Bug, Fairy"
Dark,Ice,Ground,Bug,"Fighting, Fairy","Flying, Ground, Grass, Dragon, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Ice,Rock,Fighting,Fairy,"Flying, Ground, Grass, Dragon, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Ice,Bug,"Fighting, Fairy",Bug,"Flying, Ground, Grass, Dragon, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Ice,Ghost,,"Fighting, Bug, Fairy","Flying, Ground, Grass, Dragon, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Ice,Steel,,"Fighting, Bug","Flying, Ground, Grass, Dragon, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Ice,Fire,,"Fighting, Fairy","Flying, Ground, Grass, Dragon, Bug, Steel, Ice","Fighting, Bug, Fairy"
Dark,Ice,Water,,"Fighting, Bug, Fairy","Flying, Ground, Grass, Dragon, Rock, Fire","Fighting, Bug, Fairy"
Dark,Ice,Grass,Bug,"Fighting, Fairy","Flying, Ground, Grass, Dragon, Rock, Water","Fighting, Bug, Fairy"
Dark,Ice,Electric,,"Fighting, Bug, Fairy","Flying, Ground, Grass, Dragon, Water","Fighting, Bug, Fairy"
Dark,Ice,Psychic,,"Bug, Fairy","Flying, Ground, Grass, Dragon, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Ice,,,"Fighting, Bug, Fairy","Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Ice,Dragon,Fairy,"Fighting, Bug","Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Ice,Dark,"Fighting, Fairy",Bug,"Flying, Ground, Grass, Dragon, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Ice,Fairy,,"Bug, Fairy","Flying, Ground, Grass, Dragon, Fighting, Dark","Fighting, Bug, Fairy"
Dark,Dragon,Normal,Fairy,"Fighting, Bug",Dragon,"Fighting, Bug, Fairy"
Dark,Dragon,Fighting,"Fairy, Bug",Fighting,"Dragon, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Dragon,Flying,Fairy,,"Dragon, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Dragon,Poison,,"Fighting, Bug","Dragon, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Dragon,Ground,"Fairy, Bug",Fighting,"Dragon, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Dragon,Rock,"Fairy, Fighting",,"Dragon, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Dragon,Bug,"Fairy, Fighting",Bug,"Dragon, Grass, Psychic, Dark","Fighting, Bug, Fairy"
Dark,Dragon,Ghost,Fairy,"Fighting, Bug","Dragon, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Dragon,Steel,,"Fighting, Bug","Dragon, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Dragon,Fire,Fairy,Fighting,"Dragon, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Dragon,Water,Fairy,"Fighting, Bug","Dragon, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Dragon,Grass,"Fairy, Bug",Fighting,"Dragon, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Dragon,Electric,Fairy,"Fighting, Bug","Dragon, Flying, Water","Fighting, Bug, Fairy"
Dark,Dragon,Psychic,Fairy,Bug,"Dragon, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Dragon,Ice,Fairy,"Fighting, Bug","Dragon, Flying, Ground, Grass","Fighting, Bug, Fairy"
Dark,Dragon,,Fairy,"Fighting, Bug",Dragon,"Fighting, Bug, Fairy"
Dark,Dragon,Dark,"Fairy, Fighting",Bug,"Dragon, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Dragon,Fairy,Fairy,Bug,"Dragon, Fighting, Dark","Fighting, Bug, Fairy"
Dark,Dark,Normal,"Fighting, Fairy",Bug,"Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Dark,Fighting,"Fighting, Bug, Fairy",,"Ghost, Psychic, Normal, Rock, Steel, Ice, Dark","Fighting, Bug, Fairy"
Dark,Dark,Flying,Fairy,,"Ghost, Psychic, Fighting, Bug, Grass","Fighting, Bug, Fairy"
Dark,Dark,Poison,Fighting,Bug,"Ghost, Psychic, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Dark,Ground,"Fighting, Bug, Fairy",,"Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Dark,Rock,"Fighting, Fairy",,"Ghost, Psychic, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Dark,Bug,"Fighting, Fairy",Bug,"Ghost, Psychic, Grass, Dark","Fighting, Bug, Fairy"
Dark,Dark,Ghost,"Fighting, Fairy",Bug,"Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Dark,Steel,Fighting,Bug,"Ghost, Psychic, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Dark,Fire,"Fighting, Fairy",,"Ghost, Psychic, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Dark,Water,"Fighting, Fairy",Bug,"Ghost, Psychic, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Dark,Grass,"Fighting, Bug, Fairy",,"Ghost, Psychic, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Dark,Electric,"Fighting, Fairy",Bug,"Ghost, Psychic, Flying, Water","Fighting, Bug, Fairy"
Dark,Dark,Psychic,Fairy,Bug,"Ghost, Psychic, Fighting, Poison","Fighting, Bug, Fairy"
Dark,Dark,Ice,"Fighting, Fairy",Bug,"Ghost, Psychic, Flying, Ground, Grass, Dragon","Fighting, Bug, Fairy"
Dark,Dark,Dragon,"Fairy, Fighting",Bug,"Ghost, Psychic, Dragon","Fighting, Bug, Fairy"
Dark,Dark,,"Fighting, Fairy",Bug,"Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Dark,Fairy,Fairy,Bug,"Ghost, Psychic, Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Fairy,Normal,,"Bug, Fairy","Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Fairy,Fighting,"Bug, Fairy",,"Fighting, Dragon, Dark, Normal, Rock, Steel, Ice","Fighting, Bug, Fairy"
Dark,Fairy,Flying,,Fairy,"Fighting, Dragon, Dark, Bug, Grass","Fighting, Bug, Fairy"
Dark,Fairy,Poison,,Bug,"Fighting, Dragon, Dark, Grass, Fairy","Fighting, Bug, Fairy"
Dark,Fairy,Ground,Bug,Fairy,"Fighting, Dragon, Dark, Poison, Rock, Steel, Fire, Electric","Fighting, Bug, Fairy"
Dark,Fairy,Rock,,Fairy,"Fighting, Dragon, Dark, Flying, Bug, Fire, Ice","Fighting, Bug, Fairy"
Dark,Fairy,Bug,Fairy,Bug,"Fighting, Dragon, Dark, Grass, Psychic","Fighting, Bug, Fairy"
Dark,Fairy,Ghost,,"Bug, Fairy","Fighting, Dragon, Dark, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Fairy,Steel,,Bug,"Fighting, Dragon, Dark, Rock, Ice, Fairy","Fighting, Bug, Fairy"
Dark,Fairy,Fire,,Fairy,"Fighting, Dragon, Dark, Bug, Steel, Grass, Ice","Fighting, Bug, Fairy"
Dark,Fairy,Water,,"Bug, Fairy","Fighting, Dragon, Dark, Ground, Rock, Fire","Fighting, Bug, Fairy"
Dark,Fairy,Grass,Bug,Fairy,"Fighting, Dragon, Dark, Ground, Rock, Water","Fighting, Bug, Fairy"
Dark,Fairy,Electric,,"Bug, Fairy","Fighting, Dragon, Dark, Flying, Water","Fighting, Bug, Fairy"
Dark,Fairy,Psychic,,"Bug, Fairy","Fighting, Dragon, Dark, Poison","Fighting, Bug, Fairy"
Dark,Fairy,Ice,,"Bug, Fairy","Fighting, Dragon, Dark, Flying, Ground, Grass","Fighting, Bug, Fairy"
Dark,Fairy,Dragon,Fairy,Bug,"Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Dark,Fairy,Dark,Fairy,Bug,"Fighting, Dragon, Dark, Ghost, Psychic","Fighting, Bug, Fairy"
Dark,Fairy,,,"Bug, Fairy","Fighting, Dragon, Dark","Fighting, Bug, Fairy"
Fairy,Unknown,,"Poison, Steel",,,"Poison, Steel"
Fairy,Normal,,Steel,Poison,,"Poison, Steel"
Fairy,Normal,Fighting,Poison,,"Normal, Rock, Steel, Ice, Dark","Poison, Steel"
Fairy,Normal,Flying,Steel,Poison,"Fighting, Bug, Grass","Poison, Steel"
Fairy,Normal,Poison,"Steel, Poison",,"Grass, Fairy","Poison, Steel"
Fairy,Normal,Ground,,,"Poison, Rock, Steel, Fire, Electric","Poison, Steel"
Fairy,Normal,Rock,Steel,Poison,"Flying, Bug, Fire, Ice","Poison, Steel"
Fairy,Normal,Bug,"Poison, Steel",,"Grass, Psychic, Dark","Poison, Steel"
Fairy,Normal,Ghost,Steel,Poison,"Ghost, Psychic","Poison, Steel"
Fairy,Normal,Steel,Steel,Poison,"Rock, Ice, Fairy","Poison, Steel"
Fairy,Normal,Fire,,Poison,"Bug, Steel, Grass, Ice","Poison, Steel"
Fairy,Normal,Water,Steel,Poison,"Ground, Rock, Fire","Poison, Steel"
Fairy,Normal,Grass,"Poison, Steel",,"Ground, Rock, Water","Poison, Steel"
Fairy,Normal,Electric,Steel,Poison,"Flying, Water","Poison, Steel"
Fairy,Normal,Psychic,Steel,,"Fighting, Poison","Poison, Steel"
Fairy,Normal,Ice,Steel,Poison,"Flying, Ground, Grass, Dragon","Poison, Steel"
Fairy,Normal,Dragon,Steel,Poison,Dragon,"Poison, Steel"
Fairy,Normal,Dark,Steel,Poison,"Ghost, Psychic","Poison, Steel"
Fairy,Normal,Fairy,"Poison, Steel",,"Fighting, Dragon, Dark","Poison, Steel"
Fairy,Fighting,Normal,Poison,,"Normal, Rock, Steel, Ice, Dark","Poison, Steel"
Fairy,Fighting,,Poison,,"Normal, Rock, Steel, Ice, Dark","Poison, Steel"
Fairy,Fighting,Flying,Poison,,"Normal, Rock, Steel, Ice, Dark, Fighting, Bug, Grass","Poison, Steel"
Fairy,Fighting,Poison,Poison,,"Normal, Rock, Steel, Ice, Dark, Grass, Fairy","Poison, Steel"
Fairy,Fighting,Ground,,,"Normal, Rock, Steel, Ice, Dark, Poison, Fire, Electric","Poison, Steel"
Fairy,Fighting,Rock,Poison,,"Normal, Rock, Steel, Ice, Dark, Flying, Bug, Fire","Poison, Steel"
Fairy,Fighting,Bug,Poison,,"Normal, Rock, Steel, Ice, Dark, Grass, Psychic","Poison, Steel"
Fairy,Fighting,Ghost,Poison,,"Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Poison, Steel"
Fairy,Fighting,Steel,Poison,,"Normal, Rock, Steel, Ice, Dark, Fairy","Poison, Steel"
Fairy,Fighting,Fire,Poison,,"Normal, Rock, Steel, Ice, Dark, Bug, Grass","Poison, Steel"
Fairy,Fighting,Water,Poison,,"Normal, Rock, Steel, Ice, Dark, Ground, Fire","Poison, Steel"
Fairy,Fighting,Grass,Poison,,"Normal, Rock, Steel, Ice, Dark, Ground, Water","Poison, Steel"
Fairy,Fighting,Electric,Poison,,"Normal, Rock, Steel, Ice, Dark, Flying, Water","Poison, Steel"
Fairy,Fighting,Psychic,,,"Normal, Rock, Steel, Ice, Dark, Fighting, Poison","Poison, Steel"
Fairy,Fighting,Ice,Poison,,"Normal, Rock, Steel, Ice, Dark, Flying, Ground, Grass, Dragon","Poison, Steel"
Fairy,Fighting,Dragon,Poison,,"Normal, Rock, Steel, Ice, Dark, Dragon","Poison, Steel"
Fairy,Fighting,Dark,Poison,,"Normal, Rock, Steel, Ice, Dark, Ghost, Psychic","Poison, Steel"
Fairy,Fighting,Fairy,Poison,,"Normal, Rock, Steel, Ice, Dark, Fighting, Dragon","Poison, Steel"
Fairy,Flying,Normal,Steel,Poison,"Fighting, Bug, Grass","Poison, Steel"
Fairy,Flying,Fighting,Poison,,"Fighting, Bug, Grass, Normal, Rock, Steel, Ice, Dark","Poison, Steel"
Fairy,Flying,,Steel,Poison,"Fighting, Bug, Grass","Poison, Steel"
Fairy,Flying,Poison,"Steel, Poison",,"Fighting, Bug, Grass, Fairy","Poison, Steel"
Fairy,Flying,Ground,,,"Fighting, Bug, Grass, Poison, Rock, Steel, Fire, Electric","Poison, Steel"
Fairy,Flying,Rock,Steel,Poison,"Fighting, Bug, Grass, Flying, Fire, Ice","Poison, Steel"
Fairy,Flying,Bug,"Poison, Steel",,"Fighting, Bug, Grass, Psychic, Dark","Poison, Steel"
Fairy,Flying,Ghost,Steel,Poison,"Fighting, Bug, Grass, Ghost, Psychic","Poison, Steel"
Fairy,Flying,Steel,Steel,Poison,"Fighting, Bug, Grass, Rock, Ice, Fairy","Poison, Steel"
Fairy,Flying,Fire,,Poison,"Fighting, Bug, Grass, Steel, Ice","Poison, Steel"
Fairy,Flying,Water,Steel,Poison,"Fighting, Bug, Grass, Ground, Rock, Fire","Poison, Steel"
Fairy,Flying,Grass,"Poison, Steel",,"Fighting, Bug, Grass, Ground, Rock, Water","Poison, Steel"
Fairy,Flying,Electric,Steel,Poison,"Fighting, Bug, Grass, Flying, Water","Poison, Steel"
Fairy,Flying,Psychic,Steel,,"Fighting, Bug, Grass, Poison","Poison, Steel"
Fairy,Flying,Ice,Steel,Poison,"Fighting, Bug, Grass, Flying, Ground, Dragon","Poison, Steel"
Fairy,Flying,Dragon,Steel,Poison,"Fighting, Bug, Grass, Dragon","Poison, Steel"
Fairy,Flying,Dark,Steel,Poison,"Fighting, Bug, Grass, Ghost, Psychic","Poison, Steel"
Fairy,Flying,Fairy,"Poison, Steel",,"Fighting, Bug, Grass, Dragon, Dark","Poison, Steel"
Fairy,Poison,Normal,"Steel, Poison",,"Grass, Fairy","Poison, Steel"
Fairy,Poison,Fighting,Poison,,"Grass, Fairy, Normal, Rock, Steel, Ice, Dark","Poison, Steel"
Fairy,Poison,Flying,"Steel, Poison",,"Grass, Fairy, Fighting, Bug","Poison, Steel"
Fairy,Poison,,"Steel, Poison",,"Grass, Fairy","Poison, Steel"
Fairy,Poison,Ground,,,"Grass, Fairy, Poison, Rock, Steel, Fire, Electric","Poison, Steel"
Fairy,Poison,Rock,"Steel, Poison",,"Grass, Fairy, Flying, Bug, Fire, Ice","Poison, Steel"
Fairy,Poison,Bug,"Steel, Poison",,"Grass, Fairy, Psychic, Dark","Poison, Steel"
Fairy,Poison,Ghost,"Steel, Poison",,"Grass, Fairy, Ghost, Psychic","Poison, Steel"
Fairy,Poison,Steel,"Steel, Poison",,"Grass, Fairy, Rock, Ice","Poison, Steel"
Fairy,Poison,Fire,Poison,,"Grass, Fairy, Bug, Steel, Ice","Poison, Steel"
Fairy,Poison,Water,"Steel, Poison",,"Grass, Fairy, Ground, Rock, Fire","Poison, Steel"
Fairy,Poison,Grass,"Steel, Poison",,"Grass, Fairy, Ground, Rock, Water","Poison, Steel"
Fairy,Poison,Electric,"Steel, Poison",,"Grass, Fairy, Flying, Water","Poison, Steel"
Fairy,Poison,Psychic,Steel,,"Grass, Fairy, Fighting, Poison","Poison, Steel"
Fairy,Poison,Ice,"Steel, Poison",,"Grass, Fairy, Flying, Ground, Dragon","Poison, Steel"
Fairy,Poison,Dragon,"Steel, Poison",,"Grass, Fairy, Dragon","Poison, Steel"
Fairy,Poison,Dark,"Steel, Poison",,"Grass, Fairy, Ghost, Psychic","Poison, Steel"
Fairy,Poison,Fairy,"Steel, Poison",,"Grass, Fairy, Fighting, Dragon, Dark","Poison, Steel"
Fairy,Ground,Normal,,,"Poison, Rock, Steel, Fire, Electric","Poison, Steel"
Fairy,Ground,Fighting,,,"Poison, Rock, Steel, Fire, Electric, Normal, Ice, Dark","Poison, Steel"
Fairy,Ground,Flying,,,"Poison, Rock, Steel, Fire, Electric, Fighting, Bug, Grass","Poison, Steel"
Fairy,Ground,Poison,,,"Poison, Rock, Steel, Fire, Electric, Grass, Fairy","Poison, Steel"
Fairy,Ground,,,,"Poison, Rock, Steel, Fire, Electric","Poison, Steel"
Fairy,Ground,Rock,,,"Poison, Rock, Steel, Fire, Electric, Flying, Bug, Ice","Poison, Steel"
Fairy,Ground,Bug,,,"Poison, Rock, Steel, Fire, Electric, Grass, Psychic, Dark","Poison, Steel"
Fairy,Ground,Ghost,,,"Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Poison, Steel"
Fairy,Ground,Steel,,,"Poison, Rock, Steel, Fire, Electric, Ice, Fairy","Poison, Steel"
Fairy,Ground,Fire,,,"Poison, Rock, Steel, Fire, Electric, Bug, Grass, Ice","Poison, Steel"
Fairy,Ground,Water,,,"Poison, Rock, Steel, Fire, Electric, Ground","Poison, Steel"
Fairy,Ground,Grass,,,"Poison, Rock, Steel, Fire, Electric, Ground, Water","Poison, Steel"
Fairy,Ground,Electric,,,"Poison, Rock, Steel, Fire, Electric, Flying, Water","Poison, Steel"
Fairy,Ground,Psychic,,,"Poison, Rock, Steel, Fire, Electric, Fighting","Poison, Steel"
Fairy,Ground,Ice,,,"Poison, Rock, Steel, Fire, Electric, Flying, Ground, Grass, Dragon","Poison, Steel"
Fairy,Ground,Dragon,,,"Poison, Rock, Steel, Fire, Electric, Dragon","Poison, Steel"
Fairy,Ground,Dark,,,"Poison, Rock, Steel, Fire, Electric, Ghost, Psychic","Poison, Steel"
Fairy,Ground,Fairy,,,"Poison, Rock, Steel, Fire, Electric, Fighting, Dragon, Dark","Poison, Steel"
Fairy,Rock,Normal,Steel,Poison,"Flying, Bug, Fire, Ice","Poison, Steel"
Fairy,Rock,Fighting,Poison,,"Flying, Bug, Fire, Ice, Normal, Rock, Steel, Dark","Poison, Steel"
Fairy,Rock,Flying,Steel,Poison,"Flying, Bug, Fire, Ice, Fighting, Grass","Poison, Steel"
Fairy,Rock,Poison,"Steel, Poison",,"Flying, Bug, Fire, Ice, Grass, Fairy","Poison, Steel"
Fairy,Rock,Ground,,,"Flying, Bug, Fire, Ice, Poison, Rock, Steel, Electric","Poison, Steel"
Fairy,Rock,,Steel,Poison,"Flying, Bug, Fire, Ice","Poison, Steel"
Fairy,Rock,Bug,"Poison, Steel",,"Flying, Bug, Fire, Ice, Grass, Psychic, Dark","Poison, Steel"
Fairy,Rock,Ghost,Steel,Poison,"Flying, Bug, Fire, Ice, Ghost, Psychic","Poison, Steel"
Fairy,Rock,Steel,Steel,Poison,"Flying, Bug, Fire, Ice, Rock, Fairy","Poison, Steel"
Fairy,Rock,Fire,,Poison,"Flying, Bug, Fire, Ice, Steel, Grass","Poison, Steel"
Fairy,Rock,Water,Steel,Poison,"Flying, Bug, Fire, Ice, Ground, Rock","Poison, Steel"
Fairy,Rock,Grass,"Poison, Steel",,"Flying, Bug, Fire, Ice, Ground, Rock, Water","Poison, Steel"
Fairy,Rock,Electric,Steel,Poison,"Flying, Bug, Fire, Ice, Water","Poison, Steel"
Fairy,Rock,Psychic,Steel,,"Flying, Bug, Fire, Ice, Fighting, Poison","Poison, Steel"
Fairy,Rock,Ice,Steel,Poison,"Flying, Bug, Fire, Ice, Ground, Grass, Dragon","Poison, Steel"
Fairy,Rock,Dragon,Steel,Poison,"Flying, Bug, Fire, Ice, Dragon","Poison, Steel"
Fairy,Rock,Dark,Steel,Poison,"Flying, Bug, Fire, Ice, Ghost, Psychic","Poison, Steel"
Fairy,Rock,Fairy,"Poison, Steel",,"Flying, Bug, Fire, Ice, Fighting, Dragon, Dark","Poison, Steel"
Fairy,Bug,Normal,"Poison, Steel",,"Grass, Psychic, Dark","Poison, Steel"
Fairy,Bug,Fighting,Poison,,"Grass, Psychic, Dark, Normal, Rock, Steel, Ice","Poison, Steel"
Fairy,Bug,Flying,"Poison, Steel",,"Grass, Psychic, Dark, Fighting, Bug","Poison, Steel"
Fairy,Bug,Poison,"Steel, Poison",,"Grass, Psychic, Dark, Fairy","Poison, Steel"
Fairy,Bug,Ground,,,"Grass, Psychic, Dark, Poison, Rock, Steel, Fire, Electric","Poison, Steel"
Fairy,Bug,Rock,"Poison, Steel",,"Grass, Psychic, Dark, Flying, Bug, Fire, Ice","Poison, Steel"
Fairy,Bug,,"Poison, Steel",,"Grass, Psychic, Dark","Poison, Steel"
Fairy,Bug,Ghost,"Poison, Steel",,"Grass, Psychic, Dark, Ghost","Poison, Steel"
Fairy,Bug,Steel,"Poison, Steel",,"Grass, Psychic, Dark, Rock, Ice, Fairy","Poison, Steel"
Fairy,Bug,Fire,Poison,,"Grass, Psychic, Dark, Bug, Steel, Ice","Poison, Steel"
Fairy,Bug,Water,"Poison, Steel",,"Grass, Psychic, Dark, Ground, Rock, Fire","Poison, Steel"
Fairy,Bug,Grass,"Poison, Steel",,"Grass, Psychic, Dark, Ground, Rock, Water","Poison, Steel"
Fairy,Bug,Electric,"Poison, Steel",,"Grass, Psychic, Dark, Flying, Water","Poison, Steel"
Fairy,Bug,Psychic,Steel,,"Grass, Psychic, Dark, Fighting, Poison","Poison, Steel"
Fairy,Bug,Ice,"Poison, Steel",,"Grass, Psychic, Dark, Flying, Ground, Dragon","Poison, Steel"
Fairy,Bug,Dragon,"Poison, Steel",,"Grass, Psychic, Dark, Dragon","Poison, Steel"
Fairy,Bug,Dark,"Poison, Steel",,"Grass, Psychic, Dark, Ghost","Poison, Steel"
Fairy,Bug,Fairy,"Poison, Steel",,"Grass, Psychic, Dark, Fighting, Dragon","Poison, Steel"
Fairy,Ghost,Normal,Steel,Poison,"Ghost, Psychic","Poison, Steel"
Fairy,Ghost,Fighting,Poison,,"Ghost, Psychic, Normal, Rock, Steel, Ice, Dark","Poison, Steel"
Fairy,Ghost,Flying,Steel,Poison,"Ghost, Psychic, Fighting, Bug, Grass","Poison, Steel"
Fairy,Ghost,Poison,"Steel, Poison",,"Ghost, Psychic, Grass, Fairy","Poison, Steel"
Fairy,Ghost,Ground,,,"Ghost, Psychic, Poison, Rock, Steel, Fire, Electric","Poison, Steel"
Fairy,Ghost,Rock,Steel,Poison,"Ghost, Psychic, Flying, Bug, Fire, Ice","Poison, Steel"
Fairy,Ghost,Bug,"Poison, Steel",,"Ghost, Psychic, Grass, Dark","Poison, Steel"
Fairy,Ghost,,,"Poison, Steel","Ghost, Psychic","Poison, Steel"
Fairy,Ghost,Steel,Steel,Poison,"Ghost, Psychic, Rock, Ice, Fairy","Poison, Steel"
Fairy,Ghost,Fire,,Poison,"Ghost, Psychic, Bug, Steel, Grass, Ice","Poison, Steel"
Fairy,Ghost,Water,,"Poison, Steel","Ghost, Psychic, Ground, Rock, Fire","Poison, Steel"
Fairy,Ghost,Grass,"Poison, Steel",,"Ghost, Psychic, Ground, Rock, Water","Poison, Steel"
Fairy,Ghost,Electric,,"Poison, Steel","Ghost, Psychic, Flying, Water","Poison, Steel"
Fairy,Ghost,Psychic,Steel,,"Ghost, Psychic, Fighting, Poison","Poison, Steel"
Fairy,Ghost,Ice,Steel,Poison,"Ghost, Psychic, Flying, Ground, Grass, Dragon","Poison, Steel"
Fairy,Ghost,Dragon,Steel,Poison,"Ghost, Psychic, Dragon","Poison, Steel"
Fairy,Ghost,Dark,,"Poison, Steel","Ghost, Psychic","Poison, Steel"
Fairy,Ghost,Fairy,"Poison, Steel",,"Ghost, Psychic, Fighting, Dragon, Dark","Poison, Steel"
Fairy,Steel,Normal,Steel,Poison,"Rock, Ice, Fairy","Poison, Steel"
Fairy,Steel,Fighting,Poison,,"Rock, Ice, Fairy, Normal, Steel, Dark","Poison, Steel"
Fairy,Steel,Flying,Steel,Poison,"Rock, Ice, Fairy, Fighting, Bug, Grass","Poison, Steel"
Fairy,Steel,Poison,"Steel, Poison",,"Rock, Ice, Fairy, Grass","Poison, Steel"
Fairy,Steel,Ground,,,"Rock, Ice, Fairy, Poison, Steel, Fire, Electric","Poison, Steel"
Fairy,Steel,Rock,Steel,Poison,"Rock, Ice, Fairy, Flying, Bug, Fire","Poison, Steel"
Fairy,Steel,Bug,"Poison, Steel",,"Rock, Ice, Fairy, Grass, Psychic, Dark","Poison, Steel"
